Product name,SKU,URL,Image url,Price,Discount,Review count,Description,Tiki Now,Under Price,Benefit,Gift
Laptop Acer Aspire 5 A514-54-540F NX.A28SV.005 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,5120624779794,https://tiki.vn/laptop-acer-aspire-5-a514-54-540f-nx-a28sv-005-core-i5-1135g7-8gb-4gbx2-ddr4-2666mhz-512gb-ssd-m-2-pcie-14-fhd-ips-win10-hang-chinh-hang-p81508726.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/5d/1f/da/5ca2f8b2323bcf45c15a99883c636ba4.jpg,16.259.000 ₫,10%,0,"Mạnh, bền bỉ, trẻ trung đa sắc màu
Laptop Acer Aspire 5 A514-54-540F NX.A28SV.005 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng - Acer vừa cho ra...",Yes,No,Yes,No
Laptop Dell Vostro 5502 NT0X01 (Core i5-1135G7/ 8GB DDR4 3200MHz/ 512GB M.2 PCIe NVMe/ MX330 2GB GDDR5/ 15.6 FHD/ Win10) - Hàng Chính Hãng,1336106057986,https://tiki.vn/laptop-dell-vostro-5502-nt0x01-core-i5-1135g7-8gb-ddr4-3200mhz-512gb-m-2-pcie-nvme-mx330-2gb-gddr5-15-6-fhd-win10-hang-chinh-hang-p81437709.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/a0/70/f3/04883bbc01bdc5c21af782024dc73146.jpg,21.650.000 ₫,2%,0,"Laptop văn phòng bền bỉ
Laptop Dell Vostro 5502 NT0X01 (Core i5-1135G7/ 8GB DDR4 3200MHz/ 512GB M.2 PCIe NVMe/ MX330 2GB GDDR5/ 15.6 FHD/ Win10) - Hàng Chính Hãng được trang bị vi xử lý Intel core i5...",No,No,No,Yes
"Hyperdrive Gen2 12-In-1 For Macbook, Ipad Pro 2018-2020, PC & Devices (G212)-chính hãng",1456337246229,https://tiki.vn/hyperdrive-gen2-12-in-1-for-macbook-ipad-pro-2018-2020-pc-devices-g212-chinh-hang-p72864540.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/0c/89/a1/c3e177df8de082458f1d29ecd8f5d5e1.jpg,3.290.000 ₫,3%,1,-HyperDrive GEN2 12 cổng USB-C Hub là một trung tâm USB-C thế hệ tiếp theo với cáp USB-C gắn liền có thể biến một cổng USB-C duy nhất trên thiết bị chủ / máy tính thành 12 cổng nguồn / tốc độ cao như...,No,No,No,No
Laptop Acer Swift 5 SF514-55T-51NZ NX.HX9SV.002 (Core i5-1135G7/ 8GB LPDDR4x 4267MHz/ 512GB PCIe NVMe SSD/ 14 FHD IPS Touch/ Win10) - Hàng Chính Hãng,6919436036900,https://tiki.vn/laptop-acer-swift-5-sf514-55t-51nz-nx-hx9sv-002-core-i5-1135g7-8gb-lpddr4x-4267mhz-512gb-pcie-nvme-ssd-14-fhd-ips-touch-win10-hang-chinh-hang-p73833678.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/bf/06/29/53b04d064cecb51a464ac0a09f9c1dfb.jpg,24.149.000 ₫,7%,0,"Thiết kế sang trọng, hiện đại
Laptop Acer Swift 5 SF514-55T-51NZ NX.HX9SV.002 có vỏ máy được làm từ hợp kim giúp trọng lượng máy chỉ 1.04kg. Khung máy bằng kim loại nguyên khối với góc cạnh được gia...",Yes,No,Yes,No
Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016) - Hàng Chính Hãng,4450615029822,https://tiki.vn/microsoft-surface-pro-2018-core-i7-8650u-8g-256gb-kju-00016-hang-chinh-hang-p8286686.html?src=ss-organic,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,38.080.000 ₫,17%,0,"
Nâng tầm sức mạnh
Microsoft Surface Pro 2018 là một kiệt tác đầy tính sáng tạo, vượt ra khỏi những khuôn khổ của một chiếc laptop. Bước sang thế hệ thứ 6, với những cải tiến mạnh mẽ về sức mạnh...",No,No,No,No
Laptop Acer Aspire 5 A515-55-55JA NX.HSMSV.003 (Core i5-1035G1/ 4GB/ 512GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng,3374943856183,https://tiki.vn/laptop-acer-aspire-5-a515-55-55ja-nx-hsmsv-003-core-i5-1035g1-4gb-512gb-ssd-15-6-fhd-win10-hang-chinh-hang-p56698077.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/60/75/c3/cadf55fff2d8f3a2a69aaaae353602c5.jpg,14.789.000 ₫,13%,1,"Thiết kế mỏng nhẹ, linh động
Laptop Acer Aspire 5 A515-55-55JA NX.HSMSV.003 (Core i5-1035G1/ 4GB/ 512GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng có lớp vỏ bên ngoài với chất liệu nhôm trơn mịn giúp...",Yes,No,Yes,No
"Laptop MSI GS66 Stealth 10UG-073VN (Core i7-10870H/ 32GB (16GBx2) DDR4 3200MHz/ 2TB SSD PCIE G3X4/ RTX3070 Max-Q 8GB GDDR6/ 15.6 FHD IPS, 300Hz/ Win10) - Hàng Chính Hãng",7876574728825,https://tiki.vn/laptop-msi-gs66-stealth-10ug-073vn-core-i7-10870h-32gb-16gbx2-ddr4-3200mhz-2tb-ssd-pcie-g3x4-rtx3070-max-q-8gb-gddr6-15-6-fhd-ips-300hz-win10-hang-chinh-hang-p81509626.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/ef/fe/6d/1b2cbe347c281272ef22d2098966c677.jpg,63.249.000 ₫,6%,0,"Thiết kế đậm chất gaming, màn hình hiển thị mượt mà
Laptop MSI GS66 Stealth 10UG-073VN mang đậm phong cách gaming với từng đường nét được hoàn thiện dứt khoát nhưng không kém phần tỉ mỉ. Thiết kế màu...",Yes,No,Yes,No
Laptop HP Pavilion 15-eg0070TU i5-1135G7/8GD4/512GSSD/15.6FHD/Wlac/BT5/3C41WHr/ALUp/VÀNG/W10SL/OFFICE_2L9H3PA Hàng chính hãng,5940090026661,https://tiki.vn/laptop-hp-pavilion-15-eg0070tu-i5-1135g7-8gd4-512gssd-15-6fhd-wlac-bt5-3c41whr-alup-vang-w10sl-office_2l9h3pa-hang-chinh-hang-p77060501.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/5e/e8/6f/7c768a3612326f6cd1bfe5f0f9ea94cc.jpg,17.690.000 ₫,12%,0,"Model: 2L9H3PACPU: Intel Core i5-1135G7 (tối đa 4.20 GHz, 8MB)RAM: 8GB(2 x 4GB) DDR4 3200MHzỔ cứng: 512GB SSD PCIe (M.2 2280)VGA: Intel Iris Xe GraphicsMàn hình: 15.6 inch FHD (1920*1080), IPS,...",No,No,No,No
Laptop Acer Swift 3 SF314-58-39BZ NX.HPMSV.007 (Core i3-10110U/ 8GB (4GB x2) DDR4 2400MHz/ 512GB SSD M.2 PCIe NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,4252292023069,https://tiki.vn/laptop-acer-swift-3-sf314-58-39bz-nx-hpmsv-007-core-i3-10110u-8gb-4gb-x2-ddr4-2400mhz-512gb-ssd-m-2-pcie-nvme-14-fhd-ips-win10-hang-chinh-hang-p52252114.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/dc/67/10/7367dc429e0b84a03482eb5a3e030313.jpg,14.400.000 ₫,4%,0,"Thiết kế phong cách và sang trọng
Lớp vỏ Laptop Acer Swift 3 SF314-58-39BZ NX.HPMSV.007 được chế tạo từ chất liệu kim loại cao cấp kết hợp với các viền cắt kim cương được gia công tỉ mỉ đem lại vẻ...",No,No,No,Yes
"Laptop HP Pavilion Gaming 15-dk1086TX (Core i7-10750H,8GB RAM,512GB SSD,GF GTX 1650Ti 4GB,15.6""FHD,3cell,Win 10 Home 64,Black)_206R3PA - Hàng Chính Hãng",2348532175642,https://tiki.vn/laptop-hp-pavilion-gaming-15-dk1086tx-core-i7-10750h-8gb-ram-512gb-ssd-gf-gtx-1650ti-4gb-15-6-fhd-3cell-win-10-home-64-black-_206r3pa-hang-chinh-hang-p73165096.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/56/a1/09/328de11f40c57a693d01c60df73fc74c.jpg,27.099.000 ₫,7%,0,"Laptop HP Pavilion Gaming mỏng và mạnh mẽ cho bạn trải nghiệm đồ họa cao cấp và sức mạnh xử lý đáp ứng nhu cầu chơi game và đa nhiệm của bạn.
Windows 10Tự tin làm những điều tuyệt vời với cảm giác...",Yes,No,Yes,No
Laptop Acer Aspire A514-52-516K NX.HMHSV.002 Core i5-10210U/ Win10 (14 FHD) - Hàng Chính Hãng,9556858727619,https://tiki.vn/laptop-acer-aspire-a514-52-516k-nx-hmhsv-002-core-i5-10210u-win10-14-fhd-hang-chinh-hang-p39940258.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/9a/9a/50/8f5d06b17b20313ec1cf944a9525d18e.jpg,13.600.000 ₫,6%,0,"Thiết kế sang trọng phong cách
Laptop Acer Aspire A514-52-516K NX.HMHSV.002 có lớp vỏ được chế tạo từ chất liệu nhôm cao cấp với các họa tiết phây xước đem lại vẻ ngoài cực kỳ sang trọng từ cái nhìn...",No,Yes,No,No
"Laptop Dell Gaming G7 7500 G7500B (Core i7-10750H/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIe/ GTX 1660Ti 6GB GDDR6/ 15.6 FHD WVA, 144Hz/ Win10) - Hàng Chính Hãng",4592315531929,https://tiki.vn/laptop-dell-gaming-g7-7500-g7500b-core-i7-10750h-8gb-ddr4-3200mhz-512gb-ssd-m-2-pcie-gtx-1660ti-6gb-gddr6-15-6-fhd-wva-144hz-win10-hang-chinh-hang-p77694535.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/01/15/8c/207c21181f1702b3189a8efd2fe5e0d4.jpg,31.939.000 ₫,18%,0,"Thiết kế gọn gàng nhưng mạnh mẽ
Laptop Dell Gaming G7 7500 G7500B có nhiều cải tiến về thiết kế, kích thước máy được thu gọn đi, kích thước nhẹ hơn nhưng không kém phần hầm hố so với phiên bản trước....",Yes,Yes,Yes,No
Laptop Acer Aspire 3 A315-54-52HT NX.HM2SV.002 (Core i5-10210U/ 4GB DDR4 2133MHz Onboard/ 256GB SSD M.2 PCIE/ 15.6 FHD/ Win10) - Hàng Chính Hãng,1783907420735,https://tiki.vn/laptop-acer-aspire-3-a315-54-52ht-nx-hm2sv-002-core-i5-10210u-4gb-ddr4-2133mhz-onboard-256gb-ssd-m-2-pcie-15-6-fhd-win10-hang-chinh-hang-p42892572.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/89/79/4c/a8117c7b102dfb6c26d25aaa27841337.jpg,12.590.000 ₫,7%,0,"Thiết kế đơn giản, thanh lịch và gọn nhẹ
Nếu như thiết kế của dòng Aspire 3 trước đây không có gì ấn tượng thì Laptop Acer Aspire 3 A315-54-52HT NX.HM2SV.002 (Core i5-10210U/ 4GB DDR4 2133MHz...",No,No,No,No
Laptop Lenovo Ideapad 5-15IIL05-81YK004VVN (Core i5-1035G1/ 8GB Onboard DDR4 3200MHz/ 256GB SSD M.2 NVMe/ MX330 2GB GDDR5/ Win10) - Hàng Chính Hãng,3187851669291,https://tiki.vn/laptop-lenovo-ideapad-5-15iil05-81yk004vvn-core-i5-1035g1-8gb-onboard-ddr4-3200mhz-256gb-ssd-m-2-nvme-mx330-2gb-gddr5-win10-hang-chinh-hang-p58362935.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/ae/12/b0/e24053da536b33dcc39649eaa676e666.jpg,15.990.000 ₫,11%,0,"Hiệu năng tối ưu
Laptop Lenovo Ideapad 5-15IIL05-81YK004VVN được trang bị vi xử lý Intel Core thế hệ thứ 10 mới nhất cho khả năng xử lý nhanh chóng, mạnh mẽ và đáp ứng hoàn hảo cho năng suất làm...",No,Yes,No,No
Laptop Asus VivoBook S14 S433EA-AM439T (Core i5-1135G7/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,6866387653685,https://tiki.vn/laptop-asus-vivobook-s14-s433ea-am439t-core-i5-1135g7-8gb-ddr4-3200mhz-512gb-ssd-m-2-pcie-g3x2-14-fhd-ips-win10-hang-chinh-hang-p81299891.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/39/cd/24/981a83d9343fa55f98a6f5bac1d2d312.jpg,17.729.000 ₫,7%,0,"Own the spotlight. Tôi là tâm điểm
Laptop Asus VivoBook S14 S433EA-AM439T (Core i5-1135G7/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD IPS/ Win10) - Hàng Chính Hãng, sự lựa chọn hàng đầu của...",Yes,No,No,No
Laptop Lenovo Ideapad 5-15IIL05-81YK004VVN (Core i5-1035G1/ 8GB Onboard DDR4 3200MHz/ 256GB SSD M.2 NVMe/ MX330 2GB GDDR5/ Win10) - Hàng Chính Hãng,3187851669291,https://tiki.vn/laptop-lenovo-ideapad-5-15iil05-81yk004vvn-core-i5-1035g1-8gb-onboard-ddr4-3200mhz-256gb-ssd-m-2-nvme-mx330-2gb-gddr5-win10-hang-chinh-hang-p58362935.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/ae/12/b0/e24053da536b33dcc39649eaa676e666.jpg,15.990.000 ₫,11%,0,"Hiệu năng tối ưu
Laptop Lenovo Ideapad 5-15IIL05-81YK004VVN được trang bị vi xử lý Intel Core thế hệ thứ 10 mới nhất cho khả năng xử lý nhanh chóng, mạnh mẽ và đáp ứng hoàn hảo cho năng suất làm...",No,Yes,No,No
Microsoft Surface Laptop 2 - Core i5-8250U/RAM 8GB/ SSD 128GB - Hàng Chính Hãng,9860074257813,https://tiki.vn/microsoft-surface-laptop-2-core-i5-8250u-ram-8gb-ssd-128gb-hang-chinh-hang-p21043975.html?src=ss-organic,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,30.200.000 ₫,14%,0,"
Sau những thành công của Laptop Surface 1 thì Mircosoft đã bất ngờ công bố người đàn em của Surface Laptop 1 đó là Surface Laptop 2 i5 với nhiều thay đổi đáng kể về phần cứng. Hãy cùng tìm hiểu...",Yes,No,No,No
Laptop Acer Aspire A514-52-516K NX.HMHSV.002 Core i5-10210U/ Win10 (14 FHD) - Hàng Chính Hãng,9556858727619,https://tiki.vn/laptop-acer-aspire-a514-52-516k-nx-hmhsv-002-core-i5-10210u-win10-14-fhd-hang-chinh-hang-p39940258.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/9a/9a/50/8f5d06b17b20313ec1cf944a9525d18e.jpg,13.600.000 ₫,6%,0,"Thiết kế sang trọng phong cách
Laptop Acer Aspire A514-52-516K NX.HMHSV.002 có lớp vỏ được chế tạo từ chất liệu nhôm cao cấp với các họa tiết phây xước đem lại vẻ ngoài cực kỳ sang trọng từ cái nhìn...",No,Yes,No,No
"Laptop MSI GS66 Stealth 10UG-073VN (Core i7-10870H/ 32GB (16GBx2) DDR4 3200MHz/ 2TB SSD PCIE G3X4/ RTX3070 Max-Q 8GB GDDR6/ 15.6 FHD IPS, 300Hz/ Win10) - Hàng Chính Hãng",7876574728825,https://tiki.vn/laptop-msi-gs66-stealth-10ug-073vn-core-i7-10870h-32gb-16gbx2-ddr4-3200mhz-2tb-ssd-pcie-g3x4-rtx3070-max-q-8gb-gddr6-15-6-fhd-ips-300hz-win10-hang-chinh-hang-p81509626.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/ef/fe/6d/1b2cbe347c281272ef22d2098966c677.jpg,63.249.000 ₫,6%,0,"Thiết kế đậm chất gaming, màn hình hiển thị mượt mà
Laptop MSI GS66 Stealth 10UG-073VN mang đậm phong cách gaming với từng đường nét được hoàn thiện dứt khoát nhưng không kém phần tỉ mỉ. Thiết kế màu...",Yes,No,Yes,No
Laptop Acer Aspire  A514-51-37ZD (NX.H6USV.003. Intel Core I3-8145U - Hàng Nhập Khẩu,3693022232886,https://tiki.vn/laptop-acer-aspire-a514-51-37zd-nx-h6usv-003-intel-core-i3-8145u-hang-nhap-khau-p74560324.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/a4/67/0e/7f104692b8e6343f62f2c6f5e262907b.jpg,8.990.000 ₫,10%,0,"Thông số kỹ thuật: 
Hệ điều hành : Windows 10 Home SL
Bộ vi xử lý : Intel Core i3-8145U (2.10Ghz upto 3.90GHz, 2Cores, 4Threads, 4MB Cache, FSB 4GT/s)
Màn hình : 14.0 inch HD (1366 x 768 pixel) Acer...",No,No,No,No
Laptop Acer Swift 3X SF314-510G-57MR NX.A10SV.004 (Core i5-1135G7/ 8GB LPDDR4X 4266MHz/ 512GB SSD M.2 PCIE Gen3x4/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,4960259668832,https://tiki.vn/laptop-acer-swift-3x-sf314-510g-57mr-nx-a10sv-004-core-i5-1135g7-8gb-lpddr4x-4266mhz-512gb-ssd-m-2-pcie-gen3x4-14-fhd-ips-win10-hang-chinh-hang-p73838992.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/0b/0c/88/2375817cf76702cdf31045fa5a9fe6fa.jpg,21.319.000 ₫,7%,0,"Sức mạnh gaming ẩn mình trong chiếc laptop mỏng nhẹ
Laptop Acer Swift 3X SF314-510G-57MR NX.A10SV.004 (Core i5-1135G7/ 8GB LPDDR4X 4266MHz/ 512GB SSD M.2 PCIE Gen3x4/ 14 FHD IPS/ Win10) - Hàng Chính...",Yes,No,Yes,No
LAPTOP ACER SWIFT SF314-54-38J3 NX.GXZSV.005 - Hàng chính hãng,4240090172218,https://tiki.vn/laptop-acer-swift-sf314-54-38j3-nx-gxzsv-005-hang-chinh-hang-p20848213.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/3e/60/d6/5cdea94d592b90ebe5ebb37841d84843.jpg,10.190.000 ₫,29%,0,"
MÔ TẢ CHI TIẾT
 



Hãng sản xuất                                                          Acer


Tên sản phẩm                                                      Swift SF314-54-38J3 NX.GXZSV.005 –...",No,No,No,No
Laptop HP Pavilion 14-dv0009TU 2D7A7PA (Core i5-1135G7/ 8GB DDR4 3200Mhz/ 512GB PCIe NVMe M.2 SSD/ 14 FHD IPS/ Win10 + Office) - Hàng Chính Hãng,6996681741731,https://tiki.vn/laptop-hp-pavilion-14-dv0009tu-2d7a7pa-core-i5-1135g7-8gb-ddr4-3200mhz-512gb-pcie-nvme-m-2-ssd-14-fhd-ips-win10-office-hang-chinh-hang-p81588399.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/4b/bc/73/0a70d8ac451eb969c98b5bdd8f4ad1c7.jpg,17.569.000 ₫,5%,0,"Thiết kế tinh tế, sang trọng
Laptop HP Pavilion 14-dv0009TU 2D7A7PA (Core i5-1135G7/ 8GB DDR4 3200Mhz/ 512GB PCIe NVMe M.2 SSD/ 14 FHD IPS/ Win10 + Office) - Hàng Chính Hãng với thiết kế tinh tế,...",Yes,No,Yes,No
"Laptop MSI GP65 Leopard 9SD-224VN (Core i7-9750H/ 16GB DDR4 2666MHz/ 512GB SSD PCIE/ GTX 1660Ti 6GB/ 15.6 FHD IPS 144Hz, 3ms/ Win10) - Hàng Chính Hãng",3019885068408,https://tiki.vn/laptop-msi-gp65-leopard-9sd-224vn-core-i7-9750h-16gb-ddr4-2666mhz-512gb-ssd-pcie-gtx-1660ti-6gb-15-6-fhd-ips-144hz-3ms-win10-hang-chinh-hang-p42705981.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/e2/47/03/2d891afe6619f7e1fe3f79f5f73a7b34.jpg,37.990.000 ₫,None,0,"Thiết kế đậm chất game
Laptop MSI GP65 Leopard 9SD-224VN (Core i7-9750H/ 16GB DDR4 2666MHz/ 512GB SSD PCIE/ GTX 1660Ti 6GB/ 15.6 FHD IPS 144Hz, 3ms/ Win10) - Hàng Chính Hãng được sinh ra để hướng đến...",Yes,Yes,No,No
Laptop 2018 Dell Inspiron 7370-5593SLV Quad Core i5-8250U/ 8G/256SSD/FHD/Touch - Brand New - Hàng Nhập Khẩu,3358685064334,https://tiki.vn/laptop-2018-dell-inspiron-7370-5593slv-quad-core-i5-8250u-8g-256ssd-fhd-touch-brand-new-nhap-usa-tiki-vn-da-thong-bao-off-sku-khong-co-thong-tin-loai-hang-chinh-hang-nhap-khau-ngay-05-08-2019-p11629822.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/1a/d5/b2/92058214e3f7a0458afbdb31619cd854.jpg,19.500.000 ₫,15%,0,"











Dell Inspiron 13 i7370-5593SLV-PUS

8th Generation Intel Core i5-8250U Processor (6MB Cache , up to 3.4 GHz) 
8GB 2400MHz DDR4, (1 x 8GB)
256 GB (SSD), No Optical Drive
13.3-inch FHD...",No,No,No,No
Laptop HP Pavilion Gaming 15-ec1054AX 1N1H6PA (AMD R5 4600H/8GB/128GB SSD-1TB HDD/15.6 FHD/Win 10) - Hàng Chính Hãng,4926342050229,https://tiki.vn/laptop-hp-pavilion-gaming-15-ec1054ax-1n1h6pa-amd-r5-4600h-8gb-128gb-ssd-1tb-hdd-15-6-fhd-win-10-hang-chinh-hang-p59107689.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/2c/56/a9/9754c0ca1ebc277baadee553efa02054.png,18.339.000 ₫,8%,2,"Laptop HP Pavilion Gaming 15-ec1054AX 1N1H6PA
Nếu yêu thích sự độc đáo trong thiết kế cũng như hiệu năng tốt để làm việc và giải trí với các tựa game online mình yêu thích, laptop HP Pavilion Gaming...",Yes,No,Yes,No
Laptop HP ProBook 445 G7 1A1A6PA (AMD Ryzen 5-4500U/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,1351960152292,https://tiki.vn/laptop-hp-probook-445-g7-1a1a6pa-amd-ryzen-5-4500u-8gb-ddr4-3200mhz-512gb-ssd-m-2-pcie-14-fhd-ips-win10-hang-chinh-hang-p72537338.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/a8/56/e3/83f1b1d37cecae5a46dbcee2131e0e8f.jpg,17.119.000 ₫,10%,0,"Thiết kế vỏ kim loại nguyên khối sang trọng, hiện đại
Laptop HP ProBook 445 G7 1A1A6PA có kiểu dáng bắt mắt với độ mỏng 18 mm và chỉ nặng 1.564 kg. Khung máy siêu mỏng với đường nét chắc chắn, cạnh...",Yes,Yes,No,No
Laptop Acer Swift 3 SF314-57-52GB NX.HJFSV.001 (Core i5-1035G1/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,3327410768458,https://tiki.vn/laptop-acer-swift-3-sf314-57-52gb-nx-hjfsv-001-core-i5-1035g1-8gb-ddr4-2666mhz-512gb-ssd-m-2-pcie-14-fhd-ips-win10-hang-chinh-hang-p45067978.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/07/c7/fd/65b2d0e20bd18e58849af8f06b21deaf.jpg,18.900.000 ₫,0%,0,"Thiết kế vỏ nhôm nguyên khối sang trọng
Laptop Acer Swift 3 SF314-57-52GB NX.HJFSV.001 được chế tạo từ chất liệu kim loại cao cấp kết hợp với các viền cắt kim cương được gia công tỉ mỉ đem lại vẻ...",No,Yes,No,Yes
"Laptop MSI GE66 Raider 10SF-483VN (Core i7-10875H/ 16GB (8GB x2) DDR4 2666MHz/ 1TB SSD PCIe G3X4/ RTX 2070 8GB GDDR6/ 15.6 FHD IPS, 240Hz/Win10) - Hàng Chính Hãng",1244553002018,https://tiki.vn/laptop-msi-ge66-raider-10sf-483vn-core-i7-10875h-16gb-8gb-x2-ddr4-2666mhz-1tb-ssd-pcie-g3x4-rtx-2070-8gb-gddr6-15-6-fhd-ips-240hz-win10-hang-chinh-hang-p77710882.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/e4/bb/5a/94bd66b238f826332c250a8465db1007.jpg,56.919.000 ₫,5%,0,"Hiệu năng xử lý tối ưu
Laptop MSI GE66 Raider 10SF-483VN được trang bị bộ vi xử lý Intel Core i7-10875H thế hệ mới nhất, bộ nhớ 16GB RAM DDR4 và ổ lưu trữ SSD tốc độ cao đem đến khả năng xử lý đa...",Yes,Yes,Yes,No
Combo Laptop AVITA LIBER V 14 màu đám mây bạc + Balo - Hàng chính hãng,4329911682928,https://tiki.vn/combo-laptop-avita-liber-v-14-mau-dam-may-bac-balo-hang-chinh-hang-p67863806.html?src=ss-organic,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,16.990.000 ₫,6%,0,"LIBER V 14"" Cloud Silver with Backpack - Intel Core i5-10210U/8GB RAM/512GB SSD
- Hệ điều hành: Windows 10 Home
- CPU: Intel Core i5-10210U
- Màn hình: Tấm nền IPS chống lóa 14 ""16: 9 Full HD (1920 x...",No,No,No,No
Combo Laptop AVITA LIBER V 14 màu thiên thần xanh + Balo - Hàng chính hãng,1091680223000,https://tiki.vn/combo-laptop-avita-liber-v-14-mau-thien-than-xanh-balo-hang-chinh-hang-p67997739.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/9b/b7/f6/caa12443dc96db71128a8d94029e33c5.jpg,16.990.000 ₫,6%,0,"LIBER V 14"" Angel Blue with Backpack - Intel Core i5-10210U/8GB RAM/512GB SSD
- Hệ điều hành: Windows 10 Home
- CPU: Intel Core i5-10210U
- Màn hình: Tấm nền IPS chống lóa 14 ""16: 9 Full HD (1920 x...",Yes,No,No,No
Laptop MSI Prestige 14 Evo A11M-089VN (Core i7-1185G7/ 16GB LPDDR4X/ 512GB PCIe NVMe Gen4x4/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,2595734706024,https://tiki.vn/laptop-msi-prestige-14-evo-a11m-089vn-core-i7-1185g7-16gb-lpddr4x-512gb-pcie-nvme-gen4x4-14-fhd-ips-win10-hang-chinh-hang-p73159012.html?src=ss-organic,https://salt.tikicdn.com/cache/280x280/ts/product/a5/38/1e/705f4628bd0378b08c795a8a0aa339db.jpg,28.129.000 ₫,6%,1,"Hiệu năng xử lý tối ưu
Laptop MSI Prestige 14 Evo A11M-089VN được trang bị bộ vi xử lý Intel thế hệ mới nhất, bộ nhớ RAM DDR4 và ổ lưu trữ SSD tốc độ cao đem đến khả năng xử lý đa nhiệm một cách...",Yes,Yes,Yes,No
Surface Book 2 13 Inch Core I5 Ram 8Gb Ssd 128Gb (New) - Hàng chính hãng,2952917925151,https://tiki.vn/surface-book-2-13-inch-core-i5-ram-8gb-ssd-128gb-new-hang-chinh-hang-p55657806.html?src=ss-organic,https://salt.tikicdn.com/ts/upload/f3/74/46/f4c52053d220e94a047410420eaf9faf.png,33.000.000 ₫,6%,0," 




Màn hình


13.5 inch




Độ phân giải


3240 x 2160, (260 PPI)




Hệ điều hành


Windows 10 Pro




CPU


Intel Core i5




Bộ nhớ


SSD 128GB




RAM


8GB




Đồ họa


GPU tích hợp đồ họa...",No,No,No,No
